car,price,body,mileage,engType,registration,year,years since
Opel,6950,hatch,190,Gas,yes,2005,11
Audi,21900,other,114,Petrol,yes,2009,7
Chevrolet,6100,sedan,117,Gas,yes,2008,8
Hyundai,6900,hatch,95,Petrol,yes,2007,9
Subaru,7800,vagon,240,Petrol,yes,2004,12
VAZ,3599,sedan,185,Petrol,yes,2009,7
Mercedes-Benz,7300,other,250,Diesel,yes,2005,11
Volkswagen,3500,hatch,201,Diesel,no,2002,14
Volkswagen,5800,sedan,200,Petrol,yes,2000,16
VAZ,4100,hatch,160,Petrol,yes,2008,8
Hyundai,17200,crossover,45,Petrol,yes,2013,3
Fiat,8900,van,106,Gas,yes,2013,3
Skoda,13500,sedan,95,Petrol,yes,2012,4
Opel,6499,sedan,146,Diesel,yes,2003,13
VAZ,1900,sedan,100,Other,yes,1993,23
VAZ,0,vagon,39,Gas,yes,1988,28
Audi,2450,vagon,240,Diesel,no,2000,16
Opel,4800,van,128,Other,yes,2008,8
Chevrolet,10999,crossover,96,Gas,yes,2007,9
Mitsubishi,16000,crossover,147,Diesel,yes,2008,8
Chevrolet,6300,sedan,123,Petrol,yes,2008,8
Hyundai,16000,crossover,175,Gas,yes,2007,9
Skoda,21924,sedan,0,Petrol,yes,2016,0
Volkswagen,17500,sedan,144,Petrol,yes,2012,4
Audi,15500,vagon,180,Diesel,yes,2007,9
Audi,23400,crossover,105,Gas,yes,2007,9
Chevrolet,10000,sedan,62,Gas,yes,2011,5
Nissan,14500,crossover,186,Diesel,yes,2006,10
Toyota,9200,sedan,115,Gas,yes,2008,8
Mitsubishi,11300,crossover,209,Petrol,yes,1999,17
Hyundai,31500,crossover,1,Petrol,yes,2016,0
Fiat,7100,other,103,Diesel,yes,2007,9
Skoda,6800,hatch,153,Gas,yes,2008,8
Fiat,3750,van,185,Diesel,yes,2001,15
Skoda,12000,hatch,91,Petrol,yes,2011,5
Skoda,14500,sedan,40,Petrol,yes,2012,4
Mitsubishi,0,crossover,205,Diesel,yes,2006,10
VAZ,2500,sedan,187,Gas,yes,2005,11
ZAZ,407.55,hatch,143,Petrol,yes,1994,22
Volkswagen,10000,sedan,98,Petrol,yes,2013,3
Toyota,18800,sedan,47,Petrol,yes,2009,7
Peugeot,8900,other,92,Petrol,yes,2004,12
Bentley,449999,crossover,0,Petrol,yes,2016,0
Audi,22500,sedan,124,Diesel,yes,2008,8
Mitsubishi,5700,vagon,120,Petrol,yes,2005,11
Daewoo,3900,sedan,85,Petrol,yes,2007,9
Subaru,13000,crossover,170,Gas,yes,2006,10
Hyundai,5800,sedan,110,Other,yes,2007,9
Volkswagen,3700,crossover,267,Diesel,no,2000,16
Audi,4799,vagon,260,Diesel,no,2002,14
Nissan,7500,sedan,200,Petrol,yes,2003,13
Renault,4599,van,190,Diesel,yes,2003,13
Skoda,5900,hatch,76,Petrol,yes,2007,9
Mitsubishi,17555,crossover,115,Gas,yes,2008,8
Mitsubishi,10500,sedan,130,Petrol,yes,2008,8
Volkswagen,5000,vagon,265,Diesel,no,2006,10
Mazda,3000,sedan,234,Gas,yes,1993,23
BMW,4500,vagon,360,Petrol,yes,1993,23
Volkswagen,7990,sedan,180,Gas,yes,2005,11
Mitsubishi,2600,vagon,93,Petrol,no,1997,19
Renault,13000,hatch,75,Petrol,yes,2013,3
VAZ,5200,sedan,88,Other,yes,2011,5
Renault,12399,van,177,Diesel,yes,2009,7
Audi,8600,sedan,154,Petrol,yes,2001,15
Volkswagen,8800,hatch,168,Diesel,yes,2013,3
Audi,28500,sedan,74,Petrol,yes,2012,4
Nissan,12300,hatch,20,Petrol,yes,2013,3
Volkswagen,6000,hatch,195,Gas,yes,2004,12
Jeep,12500,crossover,149,Diesel,yes,2008,8
Skoda,8550,hatch,145,Diesel,yes,2010,6
BMW,28000,other,100,Petrol,yes,2005,11
Hyundai,7500,hatch,60,Petrol,yes,2011,5
Fiat,9700,other,201,Diesel,yes,2007,9
GAZ,15000,sedan,1,Petrol,yes,1962,54
VAZ,1799,sedan,5,Gas,yes,1987,29
Mitsubishi,9350,sedan,94,Gas,yes,2010,6
Skoda,8200,vagon,175,Gas,yes,2008,8
Toyota,6500,sedan,248,Petrol,yes,2001,15
VAZ,3000,sedan,88,Petrol,yes,2006,10
Citroen,6700,hatch,117,Petrol,yes,2006,10
Skoda,15300,vagon,140,Diesel,yes,2012,4
Chevrolet,4700,hatch,133,Petrol,yes,2005,11
Renault,6800,van,185,Other,yes,2006,10
Mercedes-Benz,5000,sedan,350,Other,yes,1995,21
Peugeot,5600,other,126,Diesel,yes,2012,4
Opel,4900,vagon,251,Petrol,yes,1997,19
Mitsubishi,800,sedan,340,Other,yes,1986,30
Jaguar,26000,sedan,17,Petrol,yes,2009,7
Ford,5400,hatch,248,Petrol,yes,2002,14
Peugeot,7500,hatch,112,Gas,yes,2010,6
Mercedes-Benz,8700,sedan,196,Gas,yes,2000,16
Nissan,16500,crossover,210,Diesel,yes,2007,9
Volkswagen,7700,vagon,287,Diesel,yes,2002,14
Volvo,15500,sedan,99,Petrol,yes,2011,5
Honda,15000,hatch,65,Petrol,yes,2010,6
BMW,32500,sedan,148,Petrol,yes,2011,5
VAZ,926.25,vagon,200,Petrol,yes,1999,17
Opel,10700,van,250,Diesel,yes,2007,9
Ford,11400,hatch,42,Petrol,yes,2013,3
Peugeot,4800,van,362,Diesel,yes,2002,14
Audi,0,sedan,60,Petrol,yes,2013,3
Mercedes-Benz,40000,crossover,152,Gas,yes,2006,10
Nissan,9500,sedan,155,Gas,yes,2007,9
BMW,3500,sedan,280,Petrol,no,1996,20
VAZ,1450,sedan,13,Petrol,yes,1996,20
BMW,17500,crossover,210,Diesel,yes,2005,11
Toyota,28500,crossover,97,Petrol,yes,2012,4
Mitsubishi,18900,crossover,93,Gas,yes,2008,8
Mercedes-Benz,11900,sedan,110,Petrol,yes,2004,12
Ford,6800,hatch,86,Gas,yes,2009,7
Renault,0,van,150,Diesel,yes,2007,9
Toyota,6900,hatch,92,Petrol,yes,2006,10
Volkswagen,31310,van,0,Diesel,yes,2014,2
Daewoo,4700,sedan,165,Gas,yes,2006,10
Mercedes-Benz,3250,sedan,250,Diesel,no,2002,14
Volkswagen,11818.95,sedan,1,Petrol,yes,2014,2
Volkswagen,3500,sedan,3,Petrol,yes,1991,25
Opel,8600,hatch,108,Petrol,yes,2012,4
BMW,85900,crossover,19,Diesel,yes,2015,1
Opel,3950,sedan,225,Petrol,yes,1998,18
Volkswagen,10493,other,1,Petrol,yes,2014,2
Mercedes-Benz,28000,other,250,Diesel,yes,2008,8
Audi,9500,vagon,160,Gas,yes,2003,13
ZAZ,1600,hatch,86,Petrol,yes,2004,12
BMW,5000,other,300,Petrol,yes,1994,22
Seat,7800,hatch,199,Petrol,yes,2005,11
Kia,11700,crossover,140,Diesel,yes,2010,6
Chrysler,3900,sedan,180,Petrol,yes,1995,21
Opel,9900,vagon,143,Diesel,yes,2008,8
Honda,14000,sedan,104,Gas,yes,2008,8
Mercedes-Benz,0,crossover,154,Diesel,yes,2009,7
Honda,11000,sedan,202,Petrol,yes,2007,9
Honda,9700,hatch,110,Petrol,yes,2007,9
Peugeot,5250,van,240,Diesel,yes,2004,12
Mitsubishi,7300,sedan,112,Petrol,yes,2008,8
Land Rover,79500,crossover,40,Petrol,yes,2014,2
VAZ,1250,hatch,117,Gas,yes,2005,11
Skoda,7600,vagon,167,Petrol,yes,2007,9
Land Rover,39900,crossover,112,Petrol,yes,2010,6
Toyota,7500,hatch,74,Petrol,yes,2008,8
BMW,12090,hatch,145,Petrol,yes,2010,6
Audi,3050,vagon,250,Other,no,2001,15
Renault,4000,van,194,Diesel,yes,2000,16
Chevrolet,6900,sedan,118,Petrol,yes,2008,8
Smart,7590,other,61,Other,yes,2012,4
Toyota,51500,crossover,70,Diesel,yes,2015,1
Peugeot,5350,van,188,Diesel,yes,2004,12
Mercedes-Benz,38500,sedan,134,Diesel,yes,2010,6
Mitsubishi,4200,sedan,270,Gas,yes,1998,18
Volkswagen,2600,van,10,Diesel,yes,1988,28
Mitsubishi,3200,sedan,330,Gas,yes,1996,20
Audi,5999,vagon,248,Diesel,yes,2000,16
Volkswagen,52300,crossover,19,Diesel,yes,2014,2
Geely,5300,sedan,70,Gas,yes,2013,3
Peugeot,14799,vagon,130,Diesel,yes,2012,4
BMW,26500,sedan,70,Petrol,yes,2008,8
Audi,43000,crossover,1,Petrol,yes,2016,0
BMW,139000,crossover,0,Petrol,yes,2016,0
Daewoo,2800,sedan,171,Gas,yes,2004,12
Mercedes-Benz,3750,vagon,330,Gas,yes,1995,21
Mitsubishi,4500,sedan,300,Gas,yes,2000,16
Citroen,11700,hatch,72,Diesel,yes,2012,4
Porsche,0,crossover,68,Petrol,yes,2007,9
Mazda,8000,sedan,195,Gas,yes,2007,9
BMW,23500,crossover,74,Petrol,yes,2010,6
Opel,9100,hatch,106,Petrol,yes,2008,8
VAZ,1700,hatch,57,Petrol,yes,1992,24
BMW,0,crossover,4,Petrol,yes,2016,0
Chevrolet,5490,sedan,187,Petrol,yes,2007,9
Ford,16400,sedan,125,Petrol,yes,2012,4
Ford,10900,sedan,89,Petrol,yes,2008,8
Toyota,88000,crossover,3,Diesel,yes,2016,0
Ford,16900,sedan,80,Petrol,yes,2011,5
Audi,4800,sedan,341,Petrol,yes,1992,24
VAZ,4000,sedan,146,Gas,yes,2007,9
Renault,7500,vagon,168,Diesel,yes,2005,11
Audi,34500,sedan,71,Petrol,yes,2012,4
BMW,24500,crossover,195,Petrol,yes,2007,9
Mercedes-Benz,23700,sedan,86,Gas,yes,2013,3
FAW,4900,sedan,37,Petrol,yes,2013,3
BMW,66500,crossover,0,Other,yes,2016,0
Volkswagen,21900,sedan,107,Diesel,yes,2009,7
Ford,800,sedan,500,Other,yes,1991,25
Infiniti,13400,crossover,137,Gas,yes,2004,12
Daewoo,3500,hatch,220,Petrol,yes,1998,18
Volkswagen,6950,other,217,Diesel,yes,2006,10
Mazda,8900,sedan,122,Petrol,yes,2006,10
Chevrolet,5900,sedan,164,Gas,yes,2006,10
Audi,16300,vagon,180,Petrol,yes,2006,10
Volkswagen,6700,van,16,Diesel,yes,2005,11
Mitsubishi,8500,sedan,110,Petrol,yes,2008,8
Porsche,23900,crossover,74,Petrol,yes,2008,8
Skoda,5800,hatch,161,Petrol,yes,2005,11
Nissan,14300,hatch,68,Other,yes,2013,3
Subaru,8700,hatch,112,Petrol,yes,2008,8
Kia,9500,hatch,45,Other,yes,2012,4
Skoda,5550,hatch,147,Petrol,yes,2008,8
Audi,34000,crossover,119,Diesel,yes,2013,3
Opel,2950,vagon,278,Gas,yes,1995,21
Mercedes-Benz,14800,sedan,218,Diesel,yes,2004,12
Jeep,7200,crossover,200,Gas,yes,2001,15
Suzuki,12200,hatch,15,Gas,yes,2014,2
Peugeot,11900,hatch,117,Diesel,yes,2011,5
Nissan,17000,hatch,22,Other,yes,2013,3
Hyundai,11990,sedan,36,Petrol,yes,2013,3
Hyundai,19500,crossover,105,Diesel,yes,2008,8
Hyundai,39500,crossover,1,Diesel,yes,2014,2
Land Rover,43000,crossover,70,Diesel,yes,2010,6
Infiniti,25700,crossover,120,Petrol,yes,2009,7
Land Rover,74000,crossover,49,Diesel,yes,2015,1
Geely,3250,sedan,129,Gas,yes,2008,8
Volkswagen,24000,sedan,3,Diesel,yes,2016,0
Renault,4000,sedan,215,Diesel,no,2005,11
Chevrolet,6000,sedan,140,Petrol,yes,2010,6
VAZ,3000,sedan,140,Petrol,yes,2002,14
Skoda,12300,sedan,56,Petrol,yes,2014,2
Toyota,11550,sedan,95,Petrol,yes,2007,9
Peugeot,9200,hatch,39,Petrol,yes,2012,4
Nissan,9800,crossover,65,Petrol,yes,2010,6
Mercedes-Benz,13500,van,97,Diesel,yes,2013,3
Geely,8800,sedan,53,Petrol,yes,2013,3
Mercedes-Benz,12500,sedan,230,Petrol,yes,2002,14
ZAZ,3800,other,130,Gas,yes,2008,8
Toyota,20500,sedan,105,Petrol,yes,2013,3
Daewoo,2100,hatch,100,Petrol,yes,2006,10
Daewoo,3700,sedan,86,Petrol,yes,2010,6
Mazda,7999,sedan,91,Petrol,yes,2008,8
Audi,19999,crossover,117,Petrol,yes,2007,9
Alfa Romeo,15999,hatch,60,Petrol,yes,2012,4
Honda,30500,crossover,0,Petrol,yes,2015,1
Nissan,13700,crossover,68,Gas,yes,2011,5
Volkswagen,8900,sedan,62,Petrol,yes,2012,4
Nissan,21700,crossover,29,Diesel,yes,2013,3
Mercedes-Benz,3.00E+05,sedan,68,Petrol,yes,2011,5
Toyota,19400,crossover,88,Petrol,yes,2011,5
Hyundai,12650,hatch,36,Diesel,yes,2014,2
Nissan,15700,crossover,65,Petrol,yes,2012,4
Audi,29999,sedan,97,Petrol,yes,2011,5
Mazda,10650,crossover,65,Petrol,yes,2007,9
Opel,7300,sedan,184,Petrol,yes,2006,10
Renault,8900,van,181,Diesel,yes,2006,10
Skoda,24999,sedan,44,Diesel,yes,2016,0
Hummer,18400,crossover,147,Gas,yes,2007,9
BMW,27900,crossover,140,Diesel,yes,2009,7
Lexus,14200,sedan,130,Petrol,yes,2008,8
Skoda,17500,sedan,58,Petrol,yes,2011,5
Nissan,8900,crossover,100,Petrol,yes,2008,8
Mercedes-Benz,7700,sedan,285,Diesel,yes,1999,17
VAZ,4100,crossover,117,Petrol,yes,2008,8
Mazda,10800,crossover,85,Petrol,yes,2008,8
VAZ,3150,hatch,95,Gas,yes,2008,8
VAZ,5300,sedan,62,Petrol,yes,2012,4
UAZ,6900,crossover,117,Petrol,yes,2008,8
Hyundai,6200,hatch,59,Petrol,yes,2008,8
Hyundai,14800,crossover,88,Gas,yes,2010,6
Lexus,23500,sedan,90,Petrol,yes,2010,6
Skoda,4100,vagon,150,Petrol,yes,2002,14
Mitsubishi,10500,sedan,57,Gas,yes,2011,5
Toyota,13200,sedan,38,Petrol,yes,2014,2
Toyota,23700,sedan,100,Gas,yes,2014,2
Audi,7200,sedan,300,Gas,yes,1999,17
Ford,17600,crossover,83,Gas,yes,2011,5
Volkswagen,9200,van,248,Diesel,yes,2007,9
Skoda,8600,hatch,240,Petrol,yes,2003,13
Peugeot,11200,sedan,105,Diesel,yes,2013,3
Opel,4800,vagon,250,Diesel,yes,2006,10
Daewoo,3700,sedan,185,Gas,yes,2007,9
Audi,48000,crossover,90,Diesel,yes,2013,3
Mercedes-Benz,13500,van,290,Diesel,yes,2007,9
Honda,9900,crossover,86,Petrol,yes,2004,12
Mercedes-Benz,83000,crossover,70,Diesel,yes,2013,3
Hyundai,7500,sedan,150,Gas,yes,2006,10
Volkswagen,23300,sedan,115,Petrol,yes,2012,4
Mercedes-Benz,6500,other,315,Petrol,yes,1996,20
VAZ,3000,sedan,99,Petrol,yes,1990,26
Renault,10999,vagon,216,Diesel,yes,2012,4
Opel,4500,sedan,258,Gas,yes,1996,20
Mercedes-Benz,24750,sedan,212,Petrol,yes,2006,10
Honda,5500,crossover,169,Gas,no,2002,14
Peugeot,11500,sedan,146,Petrol,yes,2010,6
Lexus,25500,sedan,185,Petrol,yes,2008,8
Nissan,13000,crossover,159,Petrol,yes,2007,9
Toyota,14000,sedan,1,Petrol,yes,2008,8
Renault,8999,other,126,Diesel,yes,2012,4
Mercedes-Benz,13000,other,247,Diesel,yes,2012,4
Renault,10299,other,176,Diesel,yes,2013,3
Volkswagen,9400,hatch,187,Petrol,yes,2008,8
Ford,2500,van,200,Gas,yes,1991,25
Audi,2500,hatch,200,Petrol,no,1999,17
Opel,8800,van,285,Diesel,yes,2004,12
Nissan,5500,sedan,260,Gas,yes,1999,17
Volkswagen,5900,sedan,217,Petrol,yes,1999,17
Suzuki,7700,crossover,179,Petrol,yes,2003,13
Mercedes-Benz,7700,sedan,230,Petrol,yes,2001,15
Volkswagen,12700,van,75,Petrol,yes,2012,4
Peugeot,7800,van,167,Diesel,yes,2008,8
Hyundai,17500,crossover,100,Other,yes,2012,4
Mercedes-Benz,12700,other,198,Diesel,yes,2011,5
Volkswagen,10300,hatch,110,Diesel,yes,2008,8
Fiat,2300,hatch,286,Petrol,yes,1991,25
Mercedes-Benz,18700,sedan,105,Petrol,yes,2006,10
Renault,5200,sedan,160,Gas,yes,2008,8
Nissan,23500,crossover,154,Diesel,yes,2011,5
Volkswagen,17200,crossover,220,Diesel,yes,2006,10
Land Rover,39900,crossover,70,Diesel,yes,2011,5
Skoda,14700,vagon,77,Petrol,yes,2012,4
Volkswagen,6400,van,312,Diesel,yes,2000,16
Chrysler,25800,sedan,100,Gas,yes,2010,6
Volkswagen,21500,sedan,2,Diesel,yes,2016,0
Ford,1600,sedan,51,Gas,yes,1983,33
Chery,3300,sedan,79,Petrol,yes,2007,9
Rover,3200,sedan,130,Petrol,yes,1988,28
Renault,5400,sedan,96,Petrol,yes,2007,9
Peugeot,2800,sedan,244,Gas,yes,1990,26
Mercedes-Benz,31000,crossover,220,Diesel,yes,2008,8
Volkswagen,9600,van,148,Diesel,yes,2011,5
Nissan,17500,hatch,50,Other,yes,2014,2
Mazda,6700,sedan,240,Petrol,yes,2004,12
Toyota,21900,crossover,110,Gas,yes,2006,10
Skoda,11999,sedan,80,Petrol,yes,2012,4
Daewoo,3900,sedan,129,Petrol,yes,2008,8
Toyota,9300,sedan,107,Gas,yes,2007,9
Audi,2600,sedan,160,Diesel,no,2002,14
Mercedes-Benz,40500,crossover,54,Petrol,yes,2011,5
Renault,12800,vagon,127,Diesel,yes,2011,5
Toyota,12800,sedan,181,Petrol,yes,2008,8
Hyundai,9400,sedan,90,Petrol,yes,2009,7
VAZ,1799,sedan,95,Petrol,yes,2003,13
Volkswagen,22500,other,200,Petrol,yes,2011,5
Toyota,9500,sedan,125,Petrol,yes,2009,7
Kia,16300,crossover,100,Diesel,yes,2012,4
Kia,6500,crossover,200,Petrol,yes,1997,19
VAZ,5250,hatch,82,Gas,yes,2012,4
Nissan,18500,hatch,50,Other,yes,2014,2
Mercedes-Benz,0,van,0,Diesel,yes,2016,0
Renault,5700,van,180,Diesel,yes,2007,9
BMW,2700,sedan,220,Petrol,no,2002,14
Mercedes-Benz,2150,sedan,360,Diesel,no,1997,19
Hyundai,15500,crossover,22,Petrol,yes,2010,6
Volkswagen,9500,van,188,Diesel,yes,2006,10
Chevrolet,6300,sedan,150,Gas,yes,2008,8
Skoda,4700,hatch,145,Gas,yes,2004,12
Opel,11000,sedan,115,Petrol,yes,2007,9
Volkswagen,15850,crossover,98,Diesel,yes,2008,8
Peugeot,7650,other,186,Diesel,no,2012,4
Hyundai,12000,hatch,7,Petrol,yes,2013,3
Honda,9699,hatch,101,Petrol,yes,2007,9
Peugeot,9500,other,39,Petrol,yes,2009,7
Skoda,12300,sedan,109,Diesel,yes,2009,7
Hyundai,7500,hatch,150,Petrol,yes,2011,5
Honda,12400,sedan,152,Petrol,yes,2008,8
Renault,4999,sedan,140,Petrol,yes,2011,5
Toyota,3300,van,345,Diesel,yes,1992,24
Hyundai,16900,crossover,78,Petrol,yes,2011,5
Mitsubishi,18700,crossover,52,Petrol,yes,2013,3
Audi,25900,sedan,104,Petrol,yes,2010,6
Hyundai,4600,hatch,140,Gas,yes,2006,10
Ford,15900,hatch,11,Petrol,yes,2015,1
Volkswagen,4999,sedan,145,Petrol,yes,2000,16
Skoda,11500,sedan,99,Petrol,yes,2010,6
Ford,3200,sedan,190,Gas,yes,1997,19
Volkswagen,20300,other,30,Petrol,yes,2013,3
Honda,14500,crossover,107,Gas,yes,2008,8
Skoda,7750,vagon,109,Petrol,yes,2001,15
Mercedes-Benz,14200,crossover,210,Gas,yes,2004,12
Mitsubishi,8500,hatch,65,Petrol,yes,2010,6
Nissan,7500,sedan,160,Petrol,yes,2006,10
Citroen,10600,hatch,61,Petrol,yes,2011,5
Mitsubishi,17800,crossover,111,Petrol,yes,2011,5
Kia,5800,hatch,108,Diesel,yes,2008,8
Renault,6800,sedan,87,Petrol,yes,2013,3
Audi,51500,crossover,28,Diesel,yes,2014,2
Mercedes-Benz,0,crossover,0,Petrol,yes,2016,0
Lexus,32555,crossover,77,Petrol,yes,2011,5
Mercedes-Benz,58999,crossover,0,Diesel,yes,2016,0
Mercedes-Benz,40500,sedan,108,Petrol,yes,2010,6
Porsche,20999,crossover,68,Petrol,yes,2007,9
Audi,81999,crossover,0,Diesel,yes,2016,0
BMW,8100,sedan,246,Diesel,yes,2000,16
Geely,7800,sedan,69,Petrol,yes,2012,4
Toyota,11300,sedan,260,Gas,yes,2007,9
Nissan,7700,crossover,188,Gas,yes,2002,14
Mercedes-Benz,16500,other,260,Diesel,yes,2011,5
Hyundai,9200,other,190,Gas,yes,2007,9
Audi,3150,vagon,320,Diesel,no,2002,14
Mercedes-Benz,11700,crossover,284,Diesel,yes,2004,12
ZAZ,1850,sedan,71,Petrol,yes,2002,14
Infiniti,15500,crossover,180,Gas,yes,2005,11
Skoda,8500,sedan,185,Gas,yes,2007,9
BMW,23900,crossover,60,Petrol,yes,2013,3
Hyundai,7499,crossover,100,Gas,no,2011,5
Toyota,29900,crossover,117,Diesel,yes,2008,8
Acura,15650,crossover,170,Petrol,yes,2008,8
Mitsubishi,6666,sedan,162,Petrol,yes,2007,9
Infiniti,33000,crossover,90,Petrol,yes,2011,5
Lexus,11100,sedan,215,Other,no,2009,7
ZAZ,5700,sedan,8,Petrol,yes,2014,2
Land Rover,106000,crossover,9,Petrol,yes,2013,3
Seat,9000,hatch,62,Petrol,yes,2011,5
Suzuki,9700,crossover,137,Petrol,yes,2006,10
Fiat,6650,hatch,49,Petrol,yes,2007,9
Porsche,38500,crossover,106,Diesel,yes,2010,6
VAZ,800,sedan,156,Petrol,yes,1985,31
Lexus,153999,crossover,0,Petrol,yes,2016,0
Land Rover,41000,crossover,80,Petrol,yes,2011,5
Audi,29999,other,90,Petrol,yes,2011,5
Opel,6999,sedan,158,Petrol,yes,2004,12
Geely,6300,hatch,17,Petrol,yes,2012,4
Opel,10900,van,186,Diesel,yes,2007,9
Honda,3300,sedan,329,Petrol,yes,1996,20
Toyota,43999,other,0,Diesel,yes,2016,0
Hyundai,13499,sedan,31,Petrol,yes,2013,3
Lexus,39900,crossover,69,Gas,yes,2010,6
Toyota,42900,crossover,51,Diesel,yes,2013,3
Audi,42900,crossover,140,Diesel,yes,2013,3
Mercedes-Benz,8900,other,213,Other,yes,1999,17
BMW,34900,crossover,110,Petrol,yes,2010,6
Toyota,61990,crossover,68,Diesel,yes,2012,4
Infiniti,39800,crossover,50,Petrol,yes,2014,2
Toyota,20900,crossover,180,Gas,yes,2004,12
BMW,44000,crossover,80,Diesel,yes,2012,4
Porsche,63500,crossover,56,Diesel,yes,2013,3
Daewoo,3700,sedan,149,Petrol,yes,2003,13
BMW,60500,crossover,1,Diesel,yes,2016,0
Renault,6555,vagon,180,Diesel,yes,2005,11
VAZ,2500,hatch,217,Petrol,yes,2002,14
Land Rover,43900,crossover,78,Petrol,yes,2011,5
Volkswagen,17650,sedan,110,Petrol,yes,2012,4
Smart,5000,hatch,102,Petrol,yes,2005,11
Audi,32000,sedan,103,Diesel,yes,2013,3
Opel,5400,sedan,156,Petrol,yes,2006,10
Volkswagen,10200,sedan,129,Petrol,yes,2006,10
Opel,1899,vagon,259,Diesel,no,2002,14
Hyundai,7000,sedan,115,Diesel,yes,2009,7
Mercedes-Benz,11500,sedan,224,Gas,yes,2003,13
BMW,8900,sedan,250,Petrol,yes,2000,16
Chery,5800,sedan,110,Gas,yes,2013,3
Renault,11100,vagon,180,Diesel,yes,2012,4
VAZ,4600,vagon,133,Gas,yes,2011,5
Nissan,13600,crossover,40,Petrol,yes,2011,5
Skoda,5300,hatch,129,Gas,yes,2002,14
Audi,16700,vagon,131,Diesel,yes,2009,7
Volkswagen,1900,hatch,300,Diesel,no,1999,17
Chevrolet,24000,sedan,15,Other,yes,2013,3
Renault,8499,van,120,Diesel,yes,2014,2
Mitsubishi,9200,sedan,92,Petrol,yes,2010,6
Volkswagen,7300,hatch,117,Petrol,yes,2007,9
Ford,10500,van,35,Diesel,yes,2013,3
Mercedes-Benz,2500,sedan,111,Gas,yes,1992,24
Volkswagen,12400,other,248,Diesel,yes,2007,9
VAZ,2400,sedan,167,Gas,yes,1997,19
Audi,6100,sedan,305,Other,yes,1996,20
Skoda,11900,sedan,210,Petrol,yes,2008,8
Smart,5100,other,113,Petrol,yes,2005,11
Mitsubishi,6900,sedan,190,Gas,yes,2007,9
Volkswagen,8700,sedan,270,Diesel,yes,2009,7
Mercedes-Benz,35500,other,99,Diesel,yes,2011,5
Skoda,5300,vagon,200,Gas,yes,2006,10
Opel,5000,vagon,260,Diesel,yes,1997,19
Opel,7800,van,260,Diesel,yes,2004,12
Ford,7000,van,600,Diesel,yes,2001,15
Ford,20377.5,crossover,0,Petrol,yes,2016,0
Chery,3700,hatch,70,Petrol,yes,2008,8
Smart,6750,other,20,Petrol,yes,2011,5
Peugeot,18000,other,88,Petrol,yes,2010,6
Mazda,1600,hatch,220,Petrol,no,1995,21
Skoda,7300,sedan,167,Petrol,yes,2007,9
Mitsubishi,28800,crossover,100,Diesel,yes,2013,3
Toyota,9800,sedan,123,Petrol,yes,2008,8
VAZ,1500,sedan,23,Petrol,yes,1985,31
Nissan,12250,crossover,240,Diesel,yes,2003,13
Citroen,7700,hatch,83,Gas,yes,2008,8
Toyota,15400,sedan,152,Gas,yes,2007,9
Opel,8700,sedan,180,Gas,yes,2006,10
Hyundai,17500,vagon,3,Diesel,yes,2014,2
Renault,11600,vagon,165,Diesel,yes,2012,4
Volkswagen,4000,hatch,105,Other,yes,2013,3
Opel,1400,sedan,430,Petrol,yes,1987,29
Peugeot,6300,van,270,Diesel,yes,2005,11
Mercedes-Benz,6100,sedan,300,Diesel,no,2004,12
Kia,7150,hatch,920,Petrol,yes,2008,8
VAZ,4200,hatch,57,Gas,yes,2010,6
Volkswagen,10300,other,215,Other,yes,2007,9
Chevrolet,6850,vagon,116,Gas,yes,2006,10
Hyundai,6500,sedan,65,Petrol,yes,2008,8
ZAZ,7000,sedan,30,Petrol,yes,2013,3
Audi,11115,hatch,150,Petrol,yes,2008,8
Volkswagen,5400,other,314,Diesel,yes,1993,23
Mazda,8500,sedan,138,Gas,yes,2005,11
Citroen,6500,van,127,Diesel,yes,2008,8
Toyota,14700,vagon,98,Gas,yes,2008,8
Audi,4800,other,207,Petrol,yes,2002,14
Volkswagen,2300,hatch,320,Gas,yes,1989,27
VAZ,2800,sedan,153,Other,yes,2007,9
Lexus,42900,crossover,2,Petrol,yes,2014,2
Mercedes-Benz,13600,sedan,115,Petrol,yes,2007,9
Mitsubishi,7500,sedan,79,Gas,yes,2008,8
Audi,3200,vagon,244,Other,no,2006,10
BMW,45000,sedan,29,Diesel,yes,2016,0
Mercedes-Benz,4500,sedan,240,Other,no,2005,11
Honda,20000,sedan,130,Petrol,yes,2009,7
Audi,52000,other,124,Diesel,yes,2012,4
Fiat,8300,van,149,Diesel,yes,2012,4
Volkswagen,8950,van,206,Diesel,yes,2012,4
Daewoo,3800,sedan,140,Petrol,yes,2007,9
ËUAZ,1500,crossover,31,Petrol,yes,1987,29
Skoda,5300,vagon,175,Gas,yes,2002,14
Kia,8300,hatch,93,Petrol,yes,2008,8
Nissan,1450,hatch,205,Diesel,yes,1991,25
Opel,9600,van,190,Diesel,yes,2007,9
Toyota,15500,crossover,130,Petrol,yes,2008,8
VAZ,3400,other,133,Petrol,yes,2007,9
ZAZ,1250,hatch,1,Petrol,yes,2004,12
Mercedes-Benz,0,van,300,Diesel,yes,1996,20
Skoda,23000,sedan,32,Petrol,yes,2013,3
Mercedes-Benz,17200,sedan,180,Diesel,yes,2006,10
BMW,25000,crossover,130,Diesel,yes,2012,4
