,car,price,body,mileage,engType,registration,year,years since
2226,Mercedes-Benz,8000.0,other,230,Diesel,yes,2001,15
2227,Mercedes-Benz,4800.0,sedan,199,Diesel,yes,1999,17
2232,Mercedes-Benz,54500.0,sedan,29,Diesel,yes,2012,4
2234,Volkswagen,49999.0,van,59,Diesel,yes,2014,2
2236,BMW,13500.0,crossover,250,Diesel,no,2006,10
2238,Mercedes-Benz,13900.0,sedan,216,Diesel,yes,2007,9
2239,BMW,3200.0,sedan,237,Petrol,yes,1990,26
2241,Toyota,13500.0,crossover,131,Gas,yes,2006,10
2242,Volkswagen,23000.0,sedan,80,Other,yes,2011,5
2243,Toyota,8650.0,sedan,132,Petrol,yes,2008,8
2246,Mercedes-Benz,7300.0,van,245,Diesel,yes,2002,14
2248,Toyota,13999.0,sedan,198,Gas,yes,2009,7
2251,Volkswagen,17800.0,sedan,180,Diesel,yes,2007,9
2253,Toyota,8900.0,hatch,140,Petrol,yes,2008,8
2255,Volkswagen,13499.0,van,154,Diesel,yes,2013,3
2256,Mercedes-Benz,6950.0,other,190,Diesel,yes,1999,17
2257,Mercedes-Benz,10250.0,sedan,261,Petrol,yes,2003,13
2260,BMW,29900.0,crossover,182,Petrol,yes,2008,8
2261,Toyota,13500.0,sedan,144,Gas,yes,2007,9
2270,Mercedes-Benz,5500.0,sedan,199,Petrol,yes,2000,16
2271,Volkswagen,13900.0,crossover,156,Diesel,yes,2012,4
2272,Mercedes-Benz,82555.0,crossover,69,Diesel,yes,2014,2
2275,BMW,8999.0,sedan,221,Petrol,yes,2002,14
2276,Toyota,23499.0,crossover,174,Gas,yes,2008,8
2278,Mercedes-Benz,24950.0,other,60,Petrol,yes,2013,3
2279,Mercedes-Benz,28950.0,sedan,40,Petrol,yes,2014,2
2280,BMW,9400.0,sedan,221,Gas,yes,2004,12
2283,Volkswagen,10000.0,van,224,Diesel,yes,2006,10
2284,Toyota,11999.0,sedan,147,Petrol,yes,2010,6
2289,BMW,51900.0,crossover,106,Diesel,yes,2012,4
2290,Volkswagen,9555.0,sedan,174,Petrol,yes,2007,9
2295,Mercedes-Benz,17300.0,sedan,107,Petrol,yes,2008,8
2297,Volkswagen,22600.0,crossover,187,Diesel,yes,2008,8
2301,Toyota,28350.0,crossover,92,Diesel,yes,2013,3
2303,Mercedes-Benz,4500.0,sedan,409,Petrol,yes,1991,25
2304,Volkswagen,2200.0,sedan,272,Diesel,no,1998,18
2305,Mercedes-Benz,9500.0,other,220,Diesel,yes,2005,11
2307,BMW,6500.0,sedan,300,Gas,yes,1997,19
2310,BMW,18000.0,sedan,245,Petrol,yes,2007,9
2317,Volkswagen,17900.0,crossover,167,Diesel,yes,2007,9
2319,VAZ,900.0,sedan,100,Gas,yes,1986,30
2320,Mercedes-Benz,18500.0,other,90,Petrol,yes,2008,8
2321,VAZ,1250.0,sedan,150,Gas,yes,1987,29
2322,Mercedes-Benz,12950.0,other,199,Diesel,yes,2012,4
2323,Mercedes-Benz,12700.0,other,199,Diesel,yes,2011,5
2324,Mercedes-Benz,5200.0,sedan,432,Diesel,yes,1992,24
2327,Mercedes-Benz,8600.0,sedan,240,Diesel,yes,2001,15
2328,Mercedes-Benz,8500.0,van,281,Diesel,yes,2004,12
2332,Volkswagen,16999.0,sedan,0,Petrol,yes,2016,0
2334,Volkswagen,16200.0,hatch,44,Petrol,yes,2012,4
2335,Toyota,13699.0,crossover,160,Petrol,yes,2007,9
2337,Volkswagen,3950.0,hatch,280,Gas,yes,1996,20
2338,Volkswagen,71138.0,crossover,0,Diesel,yes,2016,0
2341,Volkswagen,66346.0,crossover,0,Diesel,yes,2016,0
2343,Mercedes-Benz,219900.0,crossover,30,Petrol,yes,2013,3
2345,Volkswagen,2350.0,sedan,11,Other,no,2000,16
2346,Volkswagen,8700.0,vagon,250,Diesel,yes,2002,14
2348,Mercedes-Benz,23800.0,sedan,195,Diesel,yes,2010,6
2349,Mercedes-Benz,24900.0,sedan,140,Petrol,yes,2009,7
2351,Volkswagen,5999.0,van,300,Gas,yes,1999,17
2354,Mercedes-Benz,40000.0,other,119,Petrol,yes,2008,8
2355,Volkswagen,19200.0,crossover,155,Diesel,yes,2008,8
2357,Mercedes-Benz,7700.0,van,300,Other,yes,2004,12
2358,Volkswagen,42500.0,crossover,63,Diesel,yes,2014,2
2360,Mercedes-Benz,9500.0,vagon,180,Diesel,yes,2002,14
2362,Mercedes-Benz,3900.0,sedan,375,Petrol,yes,1990,26
2363,Toyota,43999.0,other,1,Diesel,yes,2016,0
2365,Mercedes-Benz,109999.0,crossover,0,Diesel,yes,2016,0
2368,Toyota,9300.0,sedan,170,Gas,yes,2006,10
2369,Volkswagen,34000.0,crossover,92,Diesel,yes,2012,4
2371,VAZ,1600.0,sedan,70,Petrol,yes,1986,30
2374,BMW,86999.0,crossover,0,Diesel,yes,2016,0
2375,BMW,62000.0,crossover,1,Diesel,yes,2016,0
2376,BMW,8200.0,sedan,250,Petrol,yes,1997,19
2377,BMW,2900.0,sedan,225,Petrol,no,1997,19
2379,BMW,67500.0,crossover,1,Diesel,yes,2016,0
2380,Volkswagen,19500.0,crossover,112,Diesel,yes,2008,8
2387,Toyota,12900.0,hatch,37,Petrol,yes,2013,3
2388,BMW,2800.0,sedan,296,Diesel,no,2001,15
2391,Mercedes-Benz,7200.0,van,285,Diesel,yes,2001,15
2392,Mercedes-Benz,9300.0,sedan,342,Petrol,yes,2003,13
2394,Mercedes-Benz,13600.0,hatch,147,Diesel,yes,2008,8
2395,BMW,26900.0,sedan,158,Petrol,yes,2007,9
2396,Volkswagen,20300.0,crossover,139,Diesel,yes,2008,8
2397,Mercedes-Benz,2700.0,sedan,337,Gas,yes,1988,28
2398,Volkswagen,20800.0,crossover,151,Diesel,yes,2008,8
2399,Volkswagen,24900.0,sedan,1,Diesel,yes,2016,0
2401,Volkswagen,24900.0,sedan,1,Diesel,yes,2016,0
2402,Volkswagen,21900.0,crossover,136,Diesel,yes,2008,8
2403,BMW,8900.0,sedan,256,Petrol,yes,2002,14
2404,BMW,4999.0,sedan,256,Diesel,no,2001,15
2405,Volkswagen,8800.0,other,217,Diesel,yes,2005,11
2406,Mercedes-Benz,6900.0,sedan,350,Diesel,yes,1994,22
2409,Mercedes-Benz,4900.0,van,262,Diesel,yes,1998,18
2410,Mercedes-Benz,25500.0,sedan,137,Diesel,yes,2012,4
2411,Mercedes-Benz,13600.0,van,172,Diesel,yes,2013,3
2415,BMW,16700.0,sedan,150,Diesel,yes,2008,8
2416,Toyota,8888.0,sedan,172,Gas,yes,2005,11
2418,Toyota,14900.0,sedan,106,Petrol,yes,2008,8
2421,Mercedes-Benz,4000.0,sedan,300,Petrol,yes,1996,20
2425,BMW,81000.0,sedan,23,Petrol,yes,2014,2
2426,Mercedes-Benz,17300.0,sedan,184,Gas,yes,2008,8
2429,Volkswagen,17500.0,sedan,76,Petrol,yes,2012,4
2434,Mercedes-Benz,15000.0,other,82,Petrol,yes,2004,12
2437,Volkswagen,8500.0,vagon,200,Diesel,yes,2003,13
2438,Mercedes-Benz,12800.0,van,193,Other,yes,2011,5
2448,Mercedes-Benz,7800.0,hatch,125,Petrol,yes,2001,15
2452,Toyota,15300.0,other,116,Petrol,yes,2009,7
2454,Mercedes-Benz,12900.0,van,185,Diesel,yes,2011,5
2456,Toyota,13800.0,other,160,Gas,yes,2006,10
2457,BMW,9500.0,crossover,110,Diesel,no,2008,8
2461,Mercedes-Benz,13800.0,sedan,222,Gas,yes,2007,9
2464,Toyota,24000.0,crossover,152,Gas,yes,2006,10
2467,Mercedes-Benz,13995.0,van,126,Diesel,yes,2013,3
2468,Volkswagen,8200.0,sedan,180,Petrol,yes,2007,9
2469,Volkswagen,2200.0,hatch,118,Petrol,no,2001,15
2471,Mercedes-Benz,10200.0,sedan,154,Petrol,yes,2006,10
2473,BMW,13000.0,sedan,304,Other,yes,2002,14
2474,Toyota,7900.0,sedan,170,Petrol,yes,2004,12
2477,Volkswagen,9200.0,van,268,Diesel,yes,2003,13
2478,Volkswagen,12900.0,sedan,136,Diesel,yes,2010,6
2480,Mercedes-Benz,15900.0,vagon,219,Diesel,yes,2007,9
2481,Mercedes-Benz,18000.0,van,147,Diesel,yes,2013,3
2483,Mercedes-Benz,3500.0,sedan,250,Diesel,no,2001,15
2492,Volkswagen,12999.0,van,237,Diesel,yes,2005,11
2493,Toyota,21000.0,crossover,74,Petrol,yes,2011,5
2494,Mercedes-Benz,19700.0,sedan,220,Diesel,yes,2009,7
2495,Mercedes-Benz,15000.0,sedan,67,Other,yes,1995,21
2496,Toyota,21999.0,crossover,69,Petrol,yes,2008,8
2497,Mercedes-Benz,16800.0,sedan,125,Petrol,yes,2008,8
2503,Mercedes-Benz,14100.0,van,138,Diesel,yes,2009,7
2504,Volkswagen,11900.0,vagon,132,Petrol,yes,2011,5
2506,BMW,13999.0,sedan,265,Diesel,yes,2005,11
2508,Mercedes-Benz,11500.0,van,200,Diesel,yes,2010,6
2510,Toyota,9500.0,other,90,Other,yes,2008,8
2512,BMW,8990.0,other,300,Petrol,yes,2002,14
2513,BMW,2500.0,sedan,44,Diesel,no,1997,19
2519,Mercedes-Benz,2700.0,sedan,400,Diesel,yes,1997,19
2520,Mercedes-Benz,5500.0,other,220,Diesel,yes,2002,14
2521,Volkswagen,10000.0,van,160,Diesel,yes,2012,4
2522,BMW,3300.0,sedan,360,Petrol,yes,1992,24
2523,Volkswagen,13300.0,sedan,133,Petrol,yes,2008,8
2525,BMW,5700.0,sedan,252,Diesel,yes,1997,19
2526,Mercedes-Benz,46500.0,crossover,127,Petrol,yes,2008,8
2530,Mercedes-Benz,11900.0,sedan,167,Petrol,yes,2005,11
2531,Toyota,12450.0,sedan,162,Gas,yes,2007,9
2535,VAZ,4000.0,sedan,130,Petrol,yes,2005,11
2540,Volkswagen,14500.0,crossover,173,Diesel,yes,2005,11
2544,Volkswagen,9300.0,vagon,150,Petrol,yes,2008,8
2548,Mercedes-Benz,3900.0,sedan,111,Diesel,yes,1989,27
2551,VAZ,1850.0,hatch,50,Petrol,yes,1992,24
2556,Mercedes-Benz,7700.0,van,290,Diesel,yes,2004,12
2558,Volkswagen,18950.0,crossover,149,Diesel,yes,2008,8
2560,Volkswagen,12900.0,van,127,Diesel,yes,2011,5
2561,Toyota,22900.0,sedan,60,Petrol,yes,2012,4
2565,Mercedes-Benz,14000.0,other,144,Diesel,yes,2009,7
2568,Mercedes-Benz,14800.0,van,139,Diesel,yes,2008,8
2569,BMW,4700.0,sedan,333,Petrol,yes,1994,22
2570,Mercedes-Benz,11300.0,sedan,363,Gas,yes,2004,12
2574,Volkswagen,10800.0,sedan,100,Petrol,yes,2008,8
2575,Mercedes-Benz,11900.0,van,215,Diesel,yes,2011,5
2577,Toyota,31000.0,crossover,86,Diesel,yes,2014,2
2578,Toyota,8800.0,crossover,205,Petrol,yes,2002,14
2579,Mercedes-Benz,8700.0,van,290,Diesel,yes,2005,11
2581,Volkswagen,12499.0,other,184,Diesel,yes,2012,4
2582,Mercedes-Benz,1200.0,sedan,240,Petrol,no,1999,17
2583,Mercedes-Benz,11499.0,other,157,Diesel,yes,2012,4
2585,Mercedes-Benz,28500.0,sedan,148,Diesel,yes,2011,5
2590,VAZ,8447.4,crossover,1,Petrol,yes,2015,1
2591,Mercedes-Benz,12800.0,other,360,Diesel,yes,2008,8
2593,Mercedes-Benz,12100.0,sedan,310,Diesel,yes,2005,11
2597,Volkswagen,9250.0,sedan,200,Diesel,yes,2007,9
2602,Mercedes-Benz,68700.0,crossover,980,Diesel,yes,2013,3
2605,Mercedes-Benz,4700.0,sedan,1,Petrol,yes,1996,20
2607,Mercedes-Benz,12950.0,sedan,313,Diesel,yes,2003,13
2609,Volkswagen,15900.0,sedan,77,Petrol,yes,2012,4
2611,BMW,36900.0,sedan,17,Petrol,yes,2013,3
2621,Volkswagen,9000.0,sedan,178,Diesel,yes,2009,7
2623,VAZ,2000.0,sedan,49,Petrol,yes,1974,42
2626,Toyota,8800.0,sedan,165,Petrol,yes,2007,9
2630,Volkswagen,17900.0,van,92,Petrol,yes,2012,4
2631,Volkswagen,7999.0,van,210,Gas,yes,2004,12
2633,Mercedes-Benz,129999.0,crossover,1,Diesel,yes,2016,0
2639,Toyota,8600.0,sedan,126,Petrol,yes,2008,8
2640,Toyota,14900.0,other,175,Gas,yes,2008,8
2643,Toyota,41900.0,crossover,89,Diesel,yes,2012,4
2644,Mercedes-Benz,24500.0,other,77,Petrol,yes,2011,5
2645,Mercedes-Benz,17500.0,vagon,113,Diesel,yes,2010,6
2646,Volkswagen,17900.0,vagon,115,Petrol,yes,2012,4
2647,Mercedes-Benz,9999.0,sedan,250,Diesel,yes,2000,16
2648,Volkswagen,9600.0,sedan,185,Gas,yes,2008,8
2650,Mercedes-Benz,9999.0,sedan,322,Diesel,yes,2000,16
2651,Mercedes-Benz,16500.0,van,152,Diesel,yes,2012,4
2653,Volkswagen,13000.0,van,110,Diesel,yes,2009,7
2656,Volkswagen,1450.0,other,200,Gas,yes,1987,29
2657,Toyota,12500.0,sedan,110,Gas,yes,2007,9
2660,Volkswagen,22800.0,other,161,Diesel,yes,2011,5
2662,Toyota,52500.0,crossover,43,Other,yes,2014,2
2667,VAZ,3600.0,hatch,114,Gas,yes,2010,6
2674,BMW,7000.0,sedan,227,Diesel,no,2004,12
2677,Toyota,12900.0,sedan,129,Petrol,yes,2009,7
2680,Mercedes-Benz,11500.0,sedan,180,Gas,yes,2004,12
2689,Volkswagen,11600.0,sedan,169,Gas,no,2013,3
2692,Mercedes-Benz,12300.0,sedan,300,Diesel,yes,2003,13
2698,BMW,4599.0,sedan,267,Gas,yes,1991,25
2699,Toyota,4000.0,sedan,243,Gas,yes,1987,29
2700,Mercedes-Benz,14200.0,van,180,Diesel,yes,2007,9
2705,Volkswagen,6900.0,sedan,256,Petrol,yes,2002,14
2706,Toyota,44700.0,crossover,120,Petrol,yes,2013,3
2707,Mercedes-Benz,4000.0,sedan,370,Diesel,no,2002,14
2708,Volkswagen,10200.0,van,137,Diesel,yes,2008,8
2713,BMW,8200.0,sedan,368,Diesel,yes,2000,16
2714,Toyota,18200.0,crossover,146,Gas,yes,2006,10
2717,Volkswagen,9500.0,hatch,29,Petrol,yes,2014,2
2721,Volkswagen,41000.0,crossover,180,Diesel,yes,2013,3
2723,Volkswagen,12114.34965,sedan,0,Petrol,yes,2016,0
2725,Volkswagen,20350.0,vagon,111,Diesel,yes,2012,4
2729,BMW,32500.0,other,86,Petrol,yes,2010,6
2737,Volkswagen,8300.0,other,151,Petrol,yes,2005,11
2740,Mercedes-Benz,16900.0,van,180,Diesel,yes,2008,8
2741,VAZ,3500.0,hatch,97,Petrol,yes,2008,8
2744,BMW,8900.0,sedan,250,Diesel,yes,2001,15
2745,Mercedes-Benz,11500.0,van,209,Diesel,yes,2008,8
2746,VAZ,4000.0,hatch,92,Gas,yes,2006,10
2753,BMW,27800.0,sedan,170,Diesel,yes,2011,5
2754,Mercedes-Benz,8000.0,van,293,Diesel,yes,1999,17
2755,Volkswagen,21000.0,crossover,173,Diesel,yes,2008,8
2757,BMW,10999.0,sedan,150,Gas,yes,2003,13
2762,BMW,24700.0,vagon,142,Diesel,yes,2012,4
2763,Volkswagen,9200.0,hatch,127,Petrol,yes,2007,9
2764,Mercedes-Benz,8100.0,van,330,Diesel,yes,2001,15
2765,Toyota,42500.0,crossover,50,Diesel,yes,2012,4
2767,BMW,31000.0,sedan,100,Petrol,yes,2012,4
2769,Mercedes-Benz,20000.0,crossover,251,Gas,yes,2002,14
2770,Mercedes-Benz,33800.0,crossover,120,Diesel,yes,2010,6
2772,VAZ,3750.0,sedan,100,Petrol,yes,2008,8
2777,Mercedes-Benz,13899.0,hatch,232,Diesel,yes,2007,9
2780,BMW,21600.0,crossover,200,Other,yes,2007,9
2783,Mercedes-Benz,11700.0,sedan,246,Petrol,yes,2004,12
2784,Mercedes-Benz,63000.0,crossover,160,Diesel,yes,2013,3
2785,Volkswagen,28000.0,van,163,Diesel,yes,2010,6
2787,VAZ,1700.0,sedan,82,Petrol,yes,2004,12
2790,Mercedes-Benz,195000.0,crossover,2,Petrol,yes,2016,0
2791,Volkswagen,38764.0,sedan,0,Diesel,yes,2014,2
2792,Mercedes-Benz,12500.0,van,386,Diesel,yes,2008,8
2793,Toyota,17800.0,crossover,220,Diesel,yes,2004,12
2795,Toyota,38233.0,other,0,Diesel,yes,2016,0
2801,Volkswagen,7800.0,hatch,230,Petrol,yes,2004,12
2802,Volkswagen,35900.0,van,132,Diesel,yes,2011,5
2803,Volkswagen,11200.0,van,200,Diesel,yes,2003,13
2804,BMW,14200.0,sedan,263,Petrol,yes,2004,12
2806,Volkswagen,16900.0,crossover,145,Petrol,yes,2011,5
2807,VAZ,1800.0,vagon,3,Petrol,yes,1987,29
2808,BMW,30500.0,hatch,110,Petrol,yes,2008,8
2812,Mercedes-Benz,55000.0,sedan,34,Diesel,yes,2011,5
2815,Volkswagen,12000.0,vagon,187,Diesel,yes,2008,8
2816,Mercedes-Benz,15500.0,sedan,270,Diesel,no,2007,9
2820,BMW,18400.0,crossover,256,Diesel,yes,2006,10
2824,Volkswagen,12999.0,vagon,95,Diesel,yes,2010,6
2828,BMW,85555.0,sedan,10,Diesel,yes,2015,1
2829,Volkswagen,10200.0,sedan,280,Petrol,yes,2006,10
2830,Volkswagen,22000.0,crossover,98,Diesel,yes,2013,3
2841,Toyota,14900.0,sedan,110,Petrol,yes,2008,8
2845,BMW,1950.0,sedan,162,Petrol,no,1995,21
2847,Mercedes-Benz,36000.0,crossover,162,Diesel,yes,2009,7
2848,Volkswagen,16700.0,sedan,175,Petrol,yes,2011,5
2849,Volkswagen,1500.0,sedan,255,Diesel,no,1998,18
2857,Volkswagen,18500.0,sedan,74,Petrol,yes,2011,5
2858,VAZ,3199.0,other,127,Petrol,yes,2008,8
2860,Volkswagen,16000.0,hatch,26,Petrol,yes,2014,2
2865,Volkswagen,8499.0,sedan,101,Petrol,yes,2012,4
2866,Toyota,32950.0,other,50,Petrol,yes,2013,3
2870,Mercedes-Benz,9999.0,crossover,300,Petrol,yes,1998,18
2876,Toyota,2350.0,hatch,211,Petrol,yes,1987,29
2879,Toyota,89000.0,crossover,61,Diesel,yes,2011,5
2882,Volkswagen,8899.0,vagon,198,Other,yes,2004,12
2886,VAZ,3300.0,hatch,120,Gas,yes,2007,9
2888,Toyota,8500.0,sedan,168,Petrol,yes,2008,8
2890,BMW,32000.0,crossover,52,Petrol,yes,2012,4
2894,VAZ,950.0,sedan,97,Petrol,yes,1993,23
2896,BMW,12799.0,sedan,181,Gas,yes,2004,12
2898,Volkswagen,9750.0,van,253,Diesel,yes,2010,6
2900,Toyota,45000.0,crossover,80,Petrol,yes,2013,3
2901,BMW,44999.0,crossover,87,Diesel,yes,2011,5
2907,BMW,15500.0,sedan,89,Diesel,no,2012,4
2911,BMW,3500.0,vagon,280,Diesel,no,2001,15
2924,Volkswagen,11990.0,sedan,245,Diesel,yes,2007,9
2925,BMW,38000.0,sedan,74,Diesel,yes,2014,2
2927,Volkswagen,11962.0,sedan,0,Petrol,yes,2015,1
2929,Volkswagen,30385.0,vagon,0,Diesel,yes,2014,2
2930,Volkswagen,39615.0,sedan,0,Diesel,yes,2016,0
2931,Volkswagen,39040.0,sedan,0,Diesel,yes,2014,2
2933,Mercedes-Benz,8999.0,van,360,Diesel,yes,2006,10
2937,Volkswagen,2500.0,hatch,111,Gas,yes,1999,17
2938,Volkswagen,17900.0,other,123,Petrol,yes,2010,6
2942,BMW,34900.0,crossover,35,Petrol,yes,2011,5
2945,Volkswagen,7200.0,other,177,Diesel,yes,2010,6
2948,Toyota,20100.0,crossover,48,Petrol,yes,2012,4
2950,BMW,6500.0,sedan,1,Petrol,yes,1999,17
2951,BMW,25800.0,crossover,205,Diesel,yes,2008,8
2956,BMW,57000.0,crossover,47,Diesel,yes,2014,2
2958,Volkswagen,10799.0,van,128,Diesel,yes,2010,6
2960,Mercedes-Benz,47600.0,van,0,Diesel,yes,2016,0
2961,Mercedes-Benz,47600.0,van,0,Diesel,yes,2016,0
2964,Volkswagen,9850.0,sedan,110,Petrol,yes,2006,10
2966,Volkswagen,9000.0,sedan,135,Gas,yes,2011,5
2969,BMW,39999.0,sedan,45,Petrol,yes,2011,5
2971,Mercedes-Benz,97555.0,van,0,Diesel,yes,2016,0
2981,BMW,77500.0,crossover,1,Petrol,yes,2016,0
2991,Volkswagen,12500.0,vagon,195,Diesel,yes,2013,3
2992,BMW,25500.0,crossover,130,Gas,yes,2007,9
2998,BMW,34500.0,crossover,85,Petrol,yes,2010,6
3003,BMW,31111.0,sedan,117,Petrol,yes,2010,6
3006,Mercedes-Benz,50000.0,sedan,240,Petrol,yes,2006,10
3007,BMW,13000.0,sedan,165,Gas,yes,2003,13
3009,Mercedes-Benz,7200.0,van,200,Diesel,yes,2004,12
3012,Volkswagen,7200.0,hatch,127,Petrol,yes,2007,9
3018,BMW,7500.0,sedan,425,Gas,yes,1996,20
3019,Volkswagen,20700.0,vagon,74,Diesel,yes,2013,3
3021,Volkswagen,1500.0,other,160,Petrol,no,1999,17
3022,BMW,37900.0,crossover,97,Diesel,yes,2010,6
3024,Volkswagen,17000.0,other,184,Petrol,yes,2008,8
3025,Mercedes-Benz,6500.0,other,215,Diesel,yes,2000,16
3027,Toyota,30000.0,crossover,85,Gas,yes,2010,6
3030,Mercedes-Benz,7500.0,sedan,350,Diesel,yes,2003,13
3034,BMW,26000.0,crossover,270,Petrol,yes,2008,8
3036,BMW,35500.0,sedan,67,Petrol,yes,2011,5
3039,Volkswagen,8950.0,van,170,Diesel,yes,2013,3
3040,Mercedes-Benz,11500.0,van,381,Diesel,yes,2006,10
3050,BMW,37000.0,crossover,186,Petrol,yes,2008,8
3051,BMW,3000.0,sedan,190,Petrol,no,2000,16
3057,BMW,1750.0,vagon,200,Petrol,no,2000,16
3063,VAZ,3900.0,hatch,109,Petrol,yes,2008,8
3064,Volkswagen,9000.0,hatch,120,Diesel,yes,2012,4
3071,Toyota,17835.0,crossover,240,Gas,yes,2007,9
3074,Volkswagen,11500.0,sedan,70,Other,yes,2014,2
3075,BMW,75555.0,sedan,30,Petrol,yes,2014,2
3080,BMW,12000.0,crossover,218,Diesel,no,2006,10
3090,Volkswagen,6000.0,van,200,Diesel,yes,2008,8
3092,Mercedes-Benz,19600.0,van,127,Diesel,yes,2013,3
3094,Volkswagen,14800.0,other,177,Diesel,yes,2012,4
3095,Mercedes-Benz,11999.0,other,215,Diesel,yes,2007,9
3096,Mercedes-Benz,23999.0,other,150,Diesel,yes,2010,6
3103,Mercedes-Benz,177777.0,crossover,0,Petrol,yes,2016,0
3105,Volkswagen,6799.0,hatch,1,Gas,yes,1998,18
3110,Volkswagen,8500.0,van,230,Diesel,yes,2008,8
3121,VAZ,1200.0,sedan,200,Petrol,yes,1996,20
3123,Mercedes-Benz,7700.0,sedan,340,Diesel,yes,2002,14
3124,Toyota,14900.0,crossover,288,Gas,yes,2000,16
3125,Volkswagen,15900.0,other,160,Petrol,yes,2010,6
3126,Volkswagen,7700.0,sedan,220,Petrol,yes,2004,12
3127,BMW,6500.0,sedan,311,Gas,yes,1998,18
3128,Volkswagen,7700.0,sedan,180,Petrol,yes,2004,12
3131,Volkswagen,6999.0,hatch,195,Diesel,yes,2004,12
3133,Volkswagen,21500.0,crossover,178,Diesel,yes,2008,8
3138,Volkswagen,6500.0,sedan,190,Diesel,yes,2006,10
3147,BMW,36300.0,crossover,83,Petrol,yes,2010,6
3161,Volkswagen,61000.0,crossover,2,Diesel,yes,2016,0
3164,Mercedes-Benz,129999.0,sedan,37,Petrol,yes,2014,2
3165,Mercedes-Benz,14500.0,vagon,178,Diesel,yes,2006,10
3166,VAZ,5700.0,hatch,97,Petrol,yes,2012,4
3167,Volkswagen,1850.0,vagon,270,Diesel,yes,2000,16
3168,BMW,25800.0,sedan,203,Diesel,yes,2010,6
3171,Mercedes-Benz,11400.0,sedan,220,Petrol,yes,2004,12
3173,Volkswagen,10500.0,van,130,Diesel,yes,2010,6
3174,Mercedes-Benz,29900.0,sedan,83,Diesel,yes,2012,4
3176,BMW,5900.0,vagon,220,Petrol,yes,1995,21
3177,Volkswagen,2000.0,sedan,300,Petrol,yes,1988,28
3179,BMW,7200.0,sedan,448,Petrol,yes,1996,20
3181,Mercedes-Benz,17999.0,van,260,Diesel,yes,2013,3
3182,BMW,4100.0,hatch,160,Petrol,yes,2004,12
3186,BMW,29900.0,sedan,175,Diesel,yes,2011,5
3188,Mercedes-Benz,20200.0,sedan,69,Petrol,yes,2010,6
3189,BMW,12900.0,sedan,200,Petrol,yes,2006,10
3193,Mercedes-Benz,50250.0,sedan,0,Diesel,yes,2015,1
3199,Volkswagen,3600.0,sedan,330,Gas,yes,1994,22
3202,Volkswagen,8500.0,sedan,220,Other,yes,2005,11
3204,BMW,8200.0,sedan,287,Gas,yes,1999,17
3205,Volkswagen,8500.0,van,216,Diesel,yes,2005,11
3208,BMW,39500.0,vagon,93,Diesel,yes,2012,4
3214,Volkswagen,2900.0,vagon,257,Diesel,no,2003,13
3220,Mercedes-Benz,18200.0,sedan,103,Gas,yes,2007,9
3221,BMW,16500.0,sedan,150,Petrol,yes,2005,11
3229,Mercedes-Benz,3300.0,sedan,330,Gas,yes,1988,28
3230,Mercedes-Benz,17800.0,sedan,73,Petrol,yes,2008,8
3238,Volkswagen,2700.0,hatch,300,Diesel,no,2000,16
3249,BMW,2750.0,vagon,254,Gas,no,1997,19
3261,Toyota,11707.8,hatch,1,Petrol,yes,2016,0
3264,BMW,6000.0,sedan,300,Petrol,yes,1996,20
3265,Toyota,8200.0,crossover,212,Gas,yes,2003,13
3274,Mercedes-Benz,24900.0,sedan,97,Petrol,yes,2012,4
3278,Mercedes-Benz,13400.0,sedan,105,Petrol,yes,2006,10
3281,Mercedes-Benz,199999.0,crossover,0,Petrol,yes,2016,0
3285,Mercedes-Benz,129999.0,crossover,0,Petrol,yes,2016,0
3288,BMW,49000.0,vagon,56,Petrol,yes,2007,9
3291,Mercedes-Benz,4400.0,sedan,160,Diesel,no,2000,16
3292,Mercedes-Benz,6500.0,sedan,270,Gas,yes,1999,17
3299,Volkswagen,1400.0,other,212,Gas,no,1999,17
3302,Volkswagen,6000.0,vagon,284,Other,yes,2001,15
3303,Volkswagen,9300.0,sedan,148,Petrol,yes,2006,10
3313,Mercedes-Benz,15800.0,other,264,Other,yes,2009,7
3314,Volkswagen,10800.0,sedan,63,Petrol,yes,2007,9
3315,Mercedes-Benz,8500.0,sedan,500,Diesel,yes,2000,16
3316,BMW,6800.0,sedan,4,Gas,yes,1995,21
3320,Mercedes-Benz,26000.0,other,22,Petrol,yes,2014,2
3324,Toyota,9999.0,sedan,225,Gas,yes,2004,12
3325,BMW,6300.0,sedan,330,Petrol,yes,1999,17
3336,Mercedes-Benz,15500.0,van,75,Diesel,yes,2011,5
3340,VAZ,8000.0,crossover,40,Petrol,yes,2010,6
3343,Volkswagen,13708.5,hatch,51,Petrol,yes,2014,2
3344,Toyota,39900.0,crossover,94,Gas,yes,2010,6
3350,Volkswagen,12500.0,sedan,177,Petrol,yes,2008,8
3360,Toyota,28000.0,crossover,95,Gas,yes,2011,5
3361,Volkswagen,12500.0,sedan,128,Petrol,yes,2007,9
3362,Volkswagen,12000.0,sedan,152,Petrol,yes,2008,8
3368,Volkswagen,13972.0737,sedan,0,Petrol,yes,2016,0
3369,Volkswagen,28793.037,van,0,Diesel,yes,2016,0
3372,BMW,4700.0,sedan,390,Petrol,yes,1991,25
3373,BMW,37500.0,other,45,Petrol,yes,2013,3
3374,Volkswagen,13995.0,van,147,Diesel,yes,2013,3
